"geoid","county","state","gender","edulevel","race","estimate"
"47059","Greene County","Tennessee","female","somecollege","aframer",NA
"47059","Greene County","Tennessee","female","associate","aframer",NA
"47059","Greene County","Tennessee","female","bachelor","aframer",NA
"47059","Greene County","Tennessee","female","gradprof","aframer",NA
"47059","Greene County","Tennessee","all","total","native",NA
"47059","Greene County","Tennessee","male","total","native",NA
"47059","Greene County","Tennessee","male","hs","native",NA
"47059","Greene County","Tennessee","male","somecollege","native",NA
"47059","Greene County","Tennessee","male","associate","native",NA
"47059","Greene County","Tennessee","male","bachelor","native",NA
"47059","Greene County","Tennessee","male","gradprof","native",NA
"47059","Greene County","Tennessee","female","total","native",NA
"47059","Greene County","Tennessee","female","hs","native",NA
"47059","Greene County","Tennessee","female","somecollege","native",NA
"47059","Greene County","Tennessee","female","associate","native",NA
"47059","Greene County","Tennessee","female","bachelor","native",NA
"47059","Greene County","Tennessee","female","gradprof","native",NA
"47059","Greene County","Tennessee","all","total","asian",NA
"47059","Greene County","Tennessee","male","total","asian",NA
"47059","Greene County","Tennessee","male","hs","asian",NA
"47059","Greene County","Tennessee","male","somecollege","asian",NA
"47059","Greene County","Tennessee","male","associate","asian",NA
"47059","Greene County","Tennessee","male","bachelor","asian",NA
"47059","Greene County","Tennessee","male","gradprof","asian",NA
"47059","Greene County","Tennessee","female","total","asian",NA
"47059","Greene County","Tennessee","female","hs","asian",NA
"47059","Greene County","Tennessee","female","somecollege","asian",NA
"47059","Greene County","Tennessee","female","associate","asian",NA
"47059","Greene County","Tennessee","female","bachelor","asian",NA
"47059","Greene County","Tennessee","female","gradprof","asian",NA
"47059","Greene County","Tennessee","all","total","hawpac",NA
"47059","Greene County","Tennessee","male","total","hawpac",NA
"47059","Greene County","Tennessee","male","hs","hawpac",NA
"47059","Greene County","Tennessee","male","somecollege","hawpac",NA
"47059","Greene County","Tennessee","male","associate","hawpac",NA
"47059","Greene County","Tennessee","male","bachelor","hawpac",NA
"47059","Greene County","Tennessee","male","gradprof","hawpac",NA
"47059","Greene County","Tennessee","female","total","hawpac",NA
"47059","Greene County","Tennessee","female","hs","hawpac",NA
"47059","Greene County","Tennessee","female","somecollege","hawpac",NA
"47059","Greene County","Tennessee","female","associate","hawpac",NA
"47059","Greene County","Tennessee","female","bachelor","hawpac",NA
"47059","Greene County","Tennessee","female","gradprof","hawpac",NA
"47059","Greene County","Tennessee","all","total","others",NA
"47059","Greene County","Tennessee","male","total","others",NA
"47059","Greene County","Tennessee","male","hs","others",NA
"47059","Greene County","Tennessee","male","somecollege","others",NA
"47059","Greene County","Tennessee","male","associate","others",NA
"47059","Greene County","Tennessee","male","bachelor","others",NA
"47059","Greene County","Tennessee","male","gradprof","others",NA
"47059","Greene County","Tennessee","female","total","others",NA
"47059","Greene County","Tennessee","female","hs","others",NA
"47059","Greene County","Tennessee","female","somecollege","others",NA
"47059","Greene County","Tennessee","female","associate","others",NA
"47059","Greene County","Tennessee","female","bachelor","others",NA
"47059","Greene County","Tennessee","female","gradprof","others",NA
"47059","Greene County","Tennessee","all","total","twoormore",NA
"47059","Greene County","Tennessee","male","total","twoormore",NA
"47059","Greene County","Tennessee","male","hs","twoormore",NA
"47059","Greene County","Tennessee","male","somecollege","twoormore",NA
"47059","Greene County","Tennessee","male","associate","twoormore",NA
"47059","Greene County","Tennessee","male","bachelor","twoormore",NA
"47059","Greene County","Tennessee","male","gradprof","twoormore",NA
"47059","Greene County","Tennessee","female","total","twoormore",NA
"47059","Greene County","Tennessee","female","hs","twoormore",NA
"47059","Greene County","Tennessee","female","somecollege","twoormore",NA
"47059","Greene County","Tennessee","female","associate","twoormore",NA
"47059","Greene County","Tennessee","female","bachelor","twoormore",NA
"47059","Greene County","Tennessee","female","gradprof","twoormore",NA
"47059","Greene County","Tennessee","all","total","angloexcl",47634
"47059","Greene County","Tennessee","male","total","angloexcl",22733
"47059","Greene County","Tennessee","male","hs","angloexcl",8212
"47059","Greene County","Tennessee","male","somecollege","angloexcl",4287
"47059","Greene County","Tennessee","male","associate","angloexcl",1790
"47059","Greene County","Tennessee","male","bachelor","angloexcl",1679
"47059","Greene County","Tennessee","male","gradprof","angloexcl",1891
"47059","Greene County","Tennessee","female","total","angloexcl",24901
"47059","Greene County","Tennessee","female","hs","angloexcl",8044
"47059","Greene County","Tennessee","female","somecollege","angloexcl",4291
"47059","Greene County","Tennessee","female","associate","angloexcl",1380
"47059","Greene County","Tennessee","female","bachelor","angloexcl",3674
"47059","Greene County","Tennessee","female","gradprof","angloexcl",2011
"47059","Greene County","Tennessee","all","total","hispanic",NA
"47059","Greene County","Tennessee","male","total","hispanic",NA
"47059","Greene County","Tennessee","male","hs","hispanic",NA
"47059","Greene County","Tennessee","male","somecollege","hispanic",NA
"47059","Greene County","Tennessee","male","associate","hispanic",NA
"47059","Greene County","Tennessee","male","bachelor","hispanic",NA
"47059","Greene County","Tennessee","male","gradprof","hispanic",NA
"47059","Greene County","Tennessee","female","total","hispanic",NA
"47059","Greene County","Tennessee","female","hs","hispanic",NA
"47059","Greene County","Tennessee","female","somecollege","hispanic",NA
"47059","Greene County","Tennessee","female","associate","hispanic",NA
"47059","Greene County","Tennessee","female","bachelor","hispanic",NA
"47059","Greene County","Tennessee","female","gradprof","hispanic",NA
"47065","Hamilton County","Tennessee","all","total","anglo",201513
"47065","Hamilton County","Tennessee","male","total","anglo",96992
"47065","Hamilton County","Tennessee","male","hs","anglo",18100
"47065","Hamilton County","Tennessee","male","somecollege","anglo",19085
"47065","Hamilton County","Tennessee","male","associate","anglo",7233
"47065","Hamilton County","Tennessee","male","bachelor","anglo",23257
"47065","Hamilton County","Tennessee","male","gradprof","anglo",13462
"47065","Hamilton County","Tennessee","female","total","anglo",104521
"47065","Hamilton County","Tennessee","female","hs","anglo",19759
"47065","Hamilton County","Tennessee","female","somecollege","anglo",21509
"47065","Hamilton County","Tennessee","female","associate","anglo",11372
"47065","Hamilton County","Tennessee","female","bachelor","anglo",26842
"47065","Hamilton County","Tennessee","female","gradprof","anglo",13863
"47065","Hamilton County","Tennessee","all","total","aframer",44937
"47065","Hamilton County","Tennessee","male","total","aframer",20605
"47065","Hamilton County","Tennessee","male","hs","aframer",5858
"47065","Hamilton County","Tennessee","male","somecollege","aframer",4967
"47065","Hamilton County","Tennessee","male","associate","aframer",2371
"47065","Hamilton County","Tennessee","male","bachelor","aframer",1948
"47065","Hamilton County","Tennessee","male","gradprof","aframer",619
"47065","Hamilton County","Tennessee","female","total","aframer",24332
"47065","Hamilton County","Tennessee","female","hs","aframer",6032
"47065","Hamilton County","Tennessee","female","somecollege","aframer",7564
"47065","Hamilton County","Tennessee","female","associate","aframer",1478
"47065","Hamilton County","Tennessee","female","bachelor","aframer",3362
"47065","Hamilton County","Tennessee","female","gradprof","aframer",1681
"47065","Hamilton County","Tennessee","all","total","native",NA
"47065","Hamilton County","Tennessee","male","total","native",NA
"47065","Hamilton County","Tennessee","male","hs","native",NA
"47065","Hamilton County","Tennessee","male","somecollege","native",NA
"47065","Hamilton County","Tennessee","male","associate","native",NA
"47065","Hamilton County","Tennessee","male","bachelor","native",NA
"47065","Hamilton County","Tennessee","male","gradprof","native",NA
"47065","Hamilton County","Tennessee","female","total","native",NA
"47065","Hamilton County","Tennessee","female","hs","native",NA
"47065","Hamilton County","Tennessee","female","somecollege","native",NA
"47065","Hamilton County","Tennessee","female","associate","native",NA
"47065","Hamilton County","Tennessee","female","bachelor","native",NA
"47065","Hamilton County","Tennessee","female","gradprof","native",NA
"47065","Hamilton County","Tennessee","all","total","asian",NA
"47065","Hamilton County","Tennessee","male","total","asian",NA
"47065","Hamilton County","Tennessee","male","hs","asian",NA
"47065","Hamilton County","Tennessee","male","somecollege","asian",NA
"47065","Hamilton County","Tennessee","male","associate","asian",NA
"47065","Hamilton County","Tennessee","male","bachelor","asian",NA
"47065","Hamilton County","Tennessee","male","gradprof","asian",NA
"47065","Hamilton County","Tennessee","female","total","asian",NA
"47065","Hamilton County","Tennessee","female","hs","asian",NA
"47065","Hamilton County","Tennessee","female","somecollege","asian",NA
"47065","Hamilton County","Tennessee","female","associate","asian",NA
"47065","Hamilton County","Tennessee","female","bachelor","asian",NA
"47065","Hamilton County","Tennessee","female","gradprof","asian",NA
"47065","Hamilton County","Tennessee","all","total","hawpac",NA
"47065","Hamilton County","Tennessee","male","total","hawpac",NA
"47065","Hamilton County","Tennessee","male","hs","hawpac",NA
"47065","Hamilton County","Tennessee","male","somecollege","hawpac",NA
"47065","Hamilton County","Tennessee","male","associate","hawpac",NA
"47065","Hamilton County","Tennessee","male","bachelor","hawpac",NA
"47065","Hamilton County","Tennessee","male","gradprof","hawpac",NA
"47065","Hamilton County","Tennessee","female","total","hawpac",NA
"47065","Hamilton County","Tennessee","female","hs","hawpac",NA
"47065","Hamilton County","Tennessee","female","somecollege","hawpac",NA
"47065","Hamilton County","Tennessee","female","associate","hawpac",NA
"47065","Hamilton County","Tennessee","female","bachelor","hawpac",NA
"47065","Hamilton County","Tennessee","female","gradprof","hawpac",NA
"47065","Hamilton County","Tennessee","all","total","others",NA
"47065","Hamilton County","Tennessee","male","total","others",NA
"47065","Hamilton County","Tennessee","male","hs","others",NA
"47065","Hamilton County","Tennessee","male","somecollege","others",NA
"47065","Hamilton County","Tennessee","male","associate","others",NA
"47065","Hamilton County","Tennessee","male","bachelor","others",NA
"47065","Hamilton County","Tennessee","male","gradprof","others",NA
"47065","Hamilton County","Tennessee","female","total","others",NA
"47065","Hamilton County","Tennessee","female","hs","others",NA
"47065","Hamilton County","Tennessee","female","somecollege","others",NA
"47065","Hamilton County","Tennessee","female","associate","others",NA
"47065","Hamilton County","Tennessee","female","bachelor","others",NA
"47065","Hamilton County","Tennessee","female","gradprof","others",NA
"47065","Hamilton County","Tennessee","all","total","twoormore",NA
"47065","Hamilton County","Tennessee","male","total","twoormore",NA
"47065","Hamilton County","Tennessee","male","hs","twoormore",NA
"47065","Hamilton County","Tennessee","male","somecollege","twoormore",NA
"47065","Hamilton County","Tennessee","male","associate","twoormore",NA
"47065","Hamilton County","Tennessee","male","bachelor","twoormore",NA
"47065","Hamilton County","Tennessee","male","gradprof","twoormore",NA
"47065","Hamilton County","Tennessee","female","total","twoormore",NA
"47065","Hamilton County","Tennessee","female","hs","twoormore",NA
"47065","Hamilton County","Tennessee","female","somecollege","twoormore",NA
"47065","Hamilton County","Tennessee","female","associate","twoormore",NA
"47065","Hamilton County","Tennessee","female","bachelor","twoormore",NA
"47065","Hamilton County","Tennessee","female","gradprof","twoormore",NA
"47065","Hamilton County","Tennessee","all","total","angloexcl",194179
"47065","Hamilton County","Tennessee","male","total","angloexcl",92922
"47065","Hamilton County","Tennessee","male","hs","angloexcl",17343
"47065","Hamilton County","Tennessee","male","somecollege","angloexcl",18893
"47065","Hamilton County","Tennessee","male","associate","angloexcl",6809
"47065","Hamilton County","Tennessee","male","bachelor","angloexcl",22728
"47065","Hamilton County","Tennessee","male","gradprof","angloexcl",12688
"47065","Hamilton County","Tennessee","female","total","angloexcl",101257
"47065","Hamilton County","Tennessee","female","hs","angloexcl",19306
"47065","Hamilton County","Tennessee","female","somecollege","angloexcl",21233
"47065","Hamilton County","Tennessee","female","associate","angloexcl",11118
"47065","Hamilton County","Tennessee","female","bachelor","angloexcl",26565
"47065","Hamilton County","Tennessee","female","gradprof","angloexcl",13521
"47065","Hamilton County","Tennessee","all","total","hispanic",10611
"47065","Hamilton County","Tennessee","male","total","hispanic",6106
"47065","Hamilton County","Tennessee","male","hs","hispanic",1048
"47065","Hamilton County","Tennessee","male","somecollege","hispanic",377
"47065","Hamilton County","Tennessee","male","associate","hispanic",424
"47065","Hamilton County","Tennessee","male","bachelor","hispanic",1596
"47065","Hamilton County","Tennessee","male","gradprof","hispanic",969
"47065","Hamilton County","Tennessee","female","total","hispanic",4505
"47065","Hamilton County","Tennessee","female","hs","hispanic",632
"47065","Hamilton County","Tennessee","female","somecollege","hispanic",295
"47065","Hamilton County","Tennessee","female","associate","hispanic",391
"47065","Hamilton County","Tennessee","female","bachelor","hispanic",277
"47065","Hamilton County","Tennessee","female","gradprof","hispanic",379
"47093","Knox County","Tennessee","all","total","anglo",277336
"47093","Knox County","Tennessee","male","total","anglo",131346
"47093","Knox County","Tennessee","male","hs","anglo",26587
"47093","Knox County","Tennessee","male","somecollege","anglo",26385
"47093","Knox County","Tennessee","male","associate","anglo",9913
"47093","Knox County","Tennessee","male","bachelor","anglo",30136
"47093","Knox County","Tennessee","male","gradprof","anglo",21383
"47093","Knox County","Tennessee","female","total","anglo",145990
"47093","Knox County","Tennessee","female","hs","anglo",30746
"47093","Knox County","Tennessee","female","somecollege","anglo",27953
"47093","Knox County","Tennessee","female","associate","anglo",14207
"47093","Knox County","Tennessee","female","bachelor","anglo",35261
"47093","Knox County","Tennessee","female","gradprof","anglo",20672
"47093","Knox County","Tennessee","all","total","aframer",23888
"47093","Knox County","Tennessee","male","total","aframer",10843
"47093","Knox County","Tennessee","male","hs","aframer",3157
"47093","Knox County","Tennessee","male","somecollege","aframer",2637
"47093","Knox County","Tennessee","male","associate","aframer",974
"47093","Knox County","Tennessee","male","bachelor","aframer",1132
"47093","Knox County","Tennessee","male","gradprof","aframer",1265
"47093","Knox County","Tennessee","female","total","aframer",13045
"47093","Knox County","Tennessee","female","hs","aframer",3588
"47093","Knox County","Tennessee","female","somecollege","aframer",3306
"47093","Knox County","Tennessee","female","associate","aframer",2136
"47093","Knox County","Tennessee","female","bachelor","aframer",1367
"47093","Knox County","Tennessee","female","gradprof","aframer",1286
"47093","Knox County","Tennessee","all","total","native",NA
"47093","Knox County","Tennessee","male","total","native",NA
"47093","Knox County","Tennessee","male","hs","native",NA
"47093","Knox County","Tennessee","male","somecollege","native",NA
"47093","Knox County","Tennessee","male","associate","native",NA
"47093","Knox County","Tennessee","male","bachelor","native",NA
"47093","Knox County","Tennessee","male","gradprof","native",NA
"47093","Knox County","Tennessee","female","total","native",NA
"47093","Knox County","Tennessee","female","hs","native",NA
"47093","Knox County","Tennessee","female","somecollege","native",NA
"47093","Knox County","Tennessee","female","associate","native",NA
"47093","Knox County","Tennessee","female","bachelor","native",NA
"47093","Knox County","Tennessee","female","gradprof","native",NA
"47093","Knox County","Tennessee","all","total","asian",7615
"47093","Knox County","Tennessee","male","total","asian",3606
"47093","Knox County","Tennessee","male","hs","asian",605
"47093","Knox County","Tennessee","male","somecollege","asian",38
"47093","Knox County","Tennessee","male","associate","asian",86
"47093","Knox County","Tennessee","male","bachelor","asian",954
"47093","Knox County","Tennessee","male","gradprof","asian",1410
"47093","Knox County","Tennessee","female","total","asian",4009
"47093","Knox County","Tennessee","female","hs","asian",481
"47093","Knox County","Tennessee","female","somecollege","asian",248
"47093","Knox County","Tennessee","female","associate","asian",222
"47093","Knox County","Tennessee","female","bachelor","asian",1397
"47093","Knox County","Tennessee","female","gradprof","asian",1183
"47093","Knox County","Tennessee","all","total","hawpac",NA
"47093","Knox County","Tennessee","male","total","hawpac",NA
"47093","Knox County","Tennessee","male","hs","hawpac",NA
"47093","Knox County","Tennessee","male","somecollege","hawpac",NA
"47093","Knox County","Tennessee","male","associate","hawpac",NA
"47093","Knox County","Tennessee","male","bachelor","hawpac",NA
"47093","Knox County","Tennessee","male","gradprof","hawpac",NA
"47093","Knox County","Tennessee","female","total","hawpac",NA
"47093","Knox County","Tennessee","female","hs","hawpac",NA
"47093","Knox County","Tennessee","female","somecollege","hawpac",NA
"47093","Knox County","Tennessee","female","associate","hawpac",NA
"47093","Knox County","Tennessee","female","bachelor","hawpac",NA
"47093","Knox County","Tennessee","female","gradprof","hawpac",NA
"47093","Knox County","Tennessee","all","total","others",NA
"47093","Knox County","Tennessee","male","total","others",NA
"47093","Knox County","Tennessee","male","hs","others",NA
"47093","Knox County","Tennessee","male","somecollege","others",NA
"47093","Knox County","Tennessee","male","associate","others",NA
"47093","Knox County","Tennessee","male","bachelor","others",NA
"47093","Knox County","Tennessee","male","gradprof","others",NA
"47093","Knox County","Tennessee","female","total","others",NA
"47093","Knox County","Tennessee","female","hs","others",NA
"47093","Knox County","Tennessee","female","somecollege","others",NA
"47093","Knox County","Tennessee","female","associate","others",NA
"47093","Knox County","Tennessee","female","bachelor","others",NA
"47093","Knox County","Tennessee","female","gradprof","others",NA
"47093","Knox County","Tennessee","all","total","twoormore",NA
"47093","Knox County","Tennessee","male","total","twoormore",NA
"47093","Knox County","Tennessee","male","hs","twoormore",NA
"47093","Knox County","Tennessee","male","somecollege","twoormore",NA
"47093","Knox County","Tennessee","male","associate","twoormore",NA
"47093","Knox County","Tennessee","male","bachelor","twoormore",NA
"47093","Knox County","Tennessee","male","gradprof","twoormore",NA
"47093","Knox County","Tennessee","female","total","twoormore",NA
"47093","Knox County","Tennessee","female","hs","twoormore",NA
"47093","Knox County","Tennessee","female","somecollege","twoormore",NA
"47093","Knox County","Tennessee","female","associate","twoormore",NA
"47093","Knox County","Tennessee","female","bachelor","twoormore",NA
"47093","Knox County","Tennessee","female","gradprof","twoormore",NA
"47093","Knox County","Tennessee","all","total","angloexcl",268405
"47093","Knox County","Tennessee","male","total","angloexcl",127759
"47093","Knox County","Tennessee","male","hs","angloexcl",25969
"47093","Knox County","Tennessee","male","somecollege","angloexcl",26009
"47093","Knox County","Tennessee","male","associate","angloexcl",9746
"47093","Knox County","Tennessee","male","bachelor","angloexcl",29793
"47093","Knox County","Tennessee","male","gradprof","angloexcl",20815
"47093","Knox County","Tennessee","female","total","angloexcl",140646
"47093","Knox County","Tennessee","female","hs","angloexcl",29502
"47093","Knox County","Tennessee","female","somecollege","angloexcl",27276
"47093","Knox County","Tennessee","female","associate","angloexcl",13816
"47093","Knox County","Tennessee","female","bachelor","angloexcl",34387
"47093","Knox County","Tennessee","female","gradprof","angloexcl",20308
"47093","Knox County","Tennessee","all","total","hispanic",10828
"47093","Knox County","Tennessee","male","total","hispanic",4811
"47093","Knox County","Tennessee","male","hs","hispanic",1126
"47093","Knox County","Tennessee","male","somecollege","hispanic",376
"47093","Knox County","Tennessee","male","associate","hispanic",167
"47093","Knox County","Tennessee","male","bachelor","hispanic",378
"47093","Knox County","Tennessee","male","gradprof","hispanic",680
"47093","Knox County","Tennessee","female","total","hispanic",6017
"47093","Knox County","Tennessee","female","hs","hispanic",1335
"47093","Knox County","Tennessee","female","somecollege","hispanic",720
"47093","Knox County","Tennessee","female","associate","hispanic",480
"47093","Knox County","Tennessee","female","bachelor","hispanic",897
"47093","Knox County","Tennessee","female","gradprof","hispanic",436
"47113","Madison County","Tennessee","all","total","anglo",40627
"47113","Madison County","Tennessee","male","total","anglo",19303
"47113","Madison County","Tennessee","male","hs","anglo",4229
"47113","Madison County","Tennessee","male","somecollege","anglo",4356
"47113","Madison County","Tennessee","male","associate","anglo",1191
"47113","Madison County","Tennessee","male","bachelor","anglo",3983
"47113","Madison County","Tennessee","male","gradprof","anglo",2086
"47113","Madison County","Tennessee","female","total","anglo",21324
"47113","Madison County","Tennessee","female","hs","anglo",5218
"47113","Madison County","Tennessee","female","somecollege","anglo",4508
"47113","Madison County","Tennessee","female","associate","anglo",1862
"47113","Madison County","Tennessee","female","bachelor","anglo",4840
"47113","Madison County","Tennessee","female","gradprof","anglo",2404
"47113","Madison County","Tennessee","all","total","aframer",21779
"47113","Madison County","Tennessee","male","total","aframer",9150
"47113","Madison County","Tennessee","male","hs","aframer",2451
"47113","Madison County","Tennessee","male","somecollege","aframer",2090
"47113","Madison County","Tennessee","male","associate","aframer",162
"47113","Madison County","Tennessee","male","bachelor","aframer",1145
"47113","Madison County","Tennessee","male","gradprof","aframer",549
"47113","Madison County","Tennessee","female","total","aframer",12629
"47113","Madison County","Tennessee","female","hs","aframer",4946
"47113","Madison County","Tennessee","female","somecollege","aframer",2573
"47113","Madison County","Tennessee","female","associate","aframer",1308
"47113","Madison County","Tennessee","female","bachelor","aframer",886
"47113","Madison County","Tennessee","female","gradprof","aframer",1395
"47113","Madison County","Tennessee","all","total","native",NA
"47113","Madison County","Tennessee","male","total","native",NA
"47113","Madison County","Tennessee","male","hs","native",NA
"47113","Madison County","Tennessee","male","somecollege","native",NA
"47113","Madison County","Tennessee","male","associate","native",NA
"47113","Madison County","Tennessee","male","bachelor","native",NA
"47113","Madison County","Tennessee","male","gradprof","native",NA
"47113","Madison County","Tennessee","female","total","native",NA
"47113","Madison County","Tennessee","female","hs","native",NA
"47113","Madison County","Tennessee","female","somecollege","native",NA
"47113","Madison County","Tennessee","female","associate","native",NA
"47113","Madison County","Tennessee","female","bachelor","native",NA
"47113","Madison County","Tennessee","female","gradprof","native",NA
"47113","Madison County","Tennessee","all","total","asian",NA
"47113","Madison County","Tennessee","male","total","asian",NA
"47113","Madison County","Tennessee","male","hs","asian",NA
"47113","Madison County","Tennessee","male","somecollege","asian",NA
"47113","Madison County","Tennessee","male","associate","asian",NA
"47113","Madison County","Tennessee","male","bachelor","asian",NA
"47113","Madison County","Tennessee","male","gradprof","asian",NA
"47113","Madison County","Tennessee","female","total","asian",NA
"47113","Madison County","Tennessee","female","hs","asian",NA
"47113","Madison County","Tennessee","female","somecollege","asian",NA
"47113","Madison County","Tennessee","female","associate","asian",NA
"47113","Madison County","Tennessee","female","bachelor","asian",NA
"47113","Madison County","Tennessee","female","gradprof","asian",NA
"47113","Madison County","Tennessee","all","total","hawpac",NA
"47113","Madison County","Tennessee","male","total","hawpac",NA
"47113","Madison County","Tennessee","male","hs","hawpac",NA
"47113","Madison County","Tennessee","male","somecollege","hawpac",NA
"47113","Madison County","Tennessee","male","associate","hawpac",NA
"47113","Madison County","Tennessee","male","bachelor","hawpac",NA
"47113","Madison County","Tennessee","male","gradprof","hawpac",NA
"47113","Madison County","Tennessee","female","total","hawpac",NA
"47113","Madison County","Tennessee","female","hs","hawpac",NA
"47113","Madison County","Tennessee","female","somecollege","hawpac",NA
"47113","Madison County","Tennessee","female","associate","hawpac",NA
"47113","Madison County","Tennessee","female","bachelor","hawpac",NA
"47113","Madison County","Tennessee","female","gradprof","hawpac",NA
"47113","Madison County","Tennessee","all","total","others",NA
"47113","Madison County","Tennessee","male","total","others",NA
"47113","Madison County","Tennessee","male","hs","others",NA
"47113","Madison County","Tennessee","male","somecollege","others",NA
"47113","Madison County","Tennessee","male","associate","others",NA
"47113","Madison County","Tennessee","male","bachelor","others",NA
"47113","Madison County","Tennessee","male","gradprof","others",NA
"47113","Madison County","Tennessee","female","total","others",NA
"47113","Madison County","Tennessee","female","hs","others",NA
"47113","Madison County","Tennessee","female","somecollege","others",NA
"47113","Madison County","Tennessee","female","associate","others",NA
"47113","Madison County","Tennessee","female","bachelor","others",NA
"47113","Madison County","Tennessee","female","gradprof","others",NA
"47113","Madison County","Tennessee","all","total","twoormore",NA
"47113","Madison County","Tennessee","male","total","twoormore",NA
"47113","Madison County","Tennessee","male","hs","twoormore",NA
"47113","Madison County","Tennessee","male","somecollege","twoormore",NA
"47113","Madison County","Tennessee","male","associate","twoormore",NA
"47113","Madison County","Tennessee","male","bachelor","twoormore",NA
"47113","Madison County","Tennessee","male","gradprof","twoormore",NA
"47113","Madison County","Tennessee","female","total","twoormore",NA
"47113","Madison County","Tennessee","female","hs","twoormore",NA
"47113","Madison County","Tennessee","female","somecollege","twoormore",NA
"47113","Madison County","Tennessee","female","associate","twoormore",NA
"47113","Madison County","Tennessee","female","bachelor","twoormore",NA
"47113","Madison County","Tennessee","female","gradprof","twoormore",NA
"47113","Madison County","Tennessee","all","total","angloexcl",39823
"47113","Madison County","Tennessee","male","total","angloexcl",18947
"47113","Madison County","Tennessee","male","hs","angloexcl",4215
"47113","Madison County","Tennessee","male","somecollege","angloexcl",4199
"47113","Madison County","Tennessee","male","associate","angloexcl",1191
"47113","Madison County","Tennessee","male","bachelor","angloexcl",3922
"47113","Madison County","Tennessee","male","gradprof","angloexcl",2086
"47113","Madison County","Tennessee","female","total","angloexcl",20876
"47113","Madison County","Tennessee","female","hs","angloexcl",4961
"47113","Madison County","Tennessee","female","somecollege","angloexcl",4433
"47113","Madison County","Tennessee","female","associate","angloexcl",1862
"47113","Madison County","Tennessee","female","bachelor","angloexcl",4812
"47113","Madison County","Tennessee","female","gradprof","angloexcl",2404
"47113","Madison County","Tennessee","all","total","hispanic",NA
"47113","Madison County","Tennessee","male","total","hispanic",NA
"47113","Madison County","Tennessee","male","hs","hispanic",NA
"47113","Madison County","Tennessee","male","somecollege","hispanic",NA
"47113","Madison County","Tennessee","male","associate","hispanic",NA
"47113","Madison County","Tennessee","male","bachelor","hispanic",NA
"47113","Madison County","Tennessee","male","gradprof","hispanic",NA
"47113","Madison County","Tennessee","female","total","hispanic",NA
"47113","Madison County","Tennessee","female","hs","hispanic",NA
"47113","Madison County","Tennessee","female","somecollege","hispanic",NA
"47113","Madison County","Tennessee","female","associate","hispanic",NA
"47113","Madison County","Tennessee","female","bachelor","hispanic",NA
"47113","Madison County","Tennessee","female","gradprof","hispanic",NA
"47119","Maury County","Tennessee","all","total","anglo",57836
"47119","Maury County","Tennessee","male","total","anglo",27505
"47119","Maury County","Tennessee","male","hs","anglo",6772
"47119","Maury County","Tennessee","male","somecollege","anglo",5260
"47119","Maury County","Tennessee","male","associate","anglo",3334
"47119","Maury County","Tennessee","male","bachelor","anglo",5030
"47119","Maury County","Tennessee","male","gradprof","anglo",1818
"47119","Maury County","Tennessee","female","total","anglo",30331
"47119","Maury County","Tennessee","female","hs","anglo",8410
"47119","Maury County","Tennessee","female","somecollege","anglo",6403
"47119","Maury County","Tennessee","female","associate","anglo",3250
"47119","Maury County","Tennessee","female","bachelor","anglo",5301
"47119","Maury County","Tennessee","female","gradprof","anglo",2253
"47119","Maury County","Tennessee","all","total","aframer",NA
"47119","Maury County","Tennessee","male","total","aframer",NA
"47119","Maury County","Tennessee","male","hs","aframer",NA
"47119","Maury County","Tennessee","male","somecollege","aframer",NA
"47119","Maury County","Tennessee","male","associate","aframer",NA
"47119","Maury County","Tennessee","male","bachelor","aframer",NA
"47119","Maury County","Tennessee","male","gradprof","aframer",NA
"47119","Maury County","Tennessee","female","total","aframer",NA
"47119","Maury County","Tennessee","female","hs","aframer",NA
"47119","Maury County","Tennessee","female","somecollege","aframer",NA
"47119","Maury County","Tennessee","female","associate","aframer",NA
"47119","Maury County","Tennessee","female","bachelor","aframer",NA
"47119","Maury County","Tennessee","female","gradprof","aframer",NA
"47119","Maury County","Tennessee","all","total","native",NA
"47119","Maury County","Tennessee","male","total","native",NA
"47119","Maury County","Tennessee","male","hs","native",NA
"47119","Maury County","Tennessee","male","somecollege","native",NA
"47119","Maury County","Tennessee","male","associate","native",NA
"47119","Maury County","Tennessee","male","bachelor","native",NA
"47119","Maury County","Tennessee","male","gradprof","native",NA
"47119","Maury County","Tennessee","female","total","native",NA
"47119","Maury County","Tennessee","female","hs","native",NA
"47119","Maury County","Tennessee","female","somecollege","native",NA
"47119","Maury County","Tennessee","female","associate","native",NA
"47119","Maury County","Tennessee","female","bachelor","native",NA
"47119","Maury County","Tennessee","female","gradprof","native",NA
"47119","Maury County","Tennessee","all","total","asian",NA
"47119","Maury County","Tennessee","male","total","asian",NA
"47119","Maury County","Tennessee","male","hs","asian",NA
"47119","Maury County","Tennessee","male","somecollege","asian",NA
"47119","Maury County","Tennessee","male","associate","asian",NA
"47119","Maury County","Tennessee","male","bachelor","asian",NA
"47119","Maury County","Tennessee","male","gradprof","asian",NA
"47119","Maury County","Tennessee","female","total","asian",NA
"47119","Maury County","Tennessee","female","hs","asian",NA
"47119","Maury County","Tennessee","female","somecollege","asian",NA
"47119","Maury County","Tennessee","female","associate","asian",NA
"47119","Maury County","Tennessee","female","bachelor","asian",NA
"47119","Maury County","Tennessee","female","gradprof","asian",NA
